title,user,talk_type,description,icon_url,twitter_id,detail_url,talk_date,talk_site,is_adopted,video_url,slide_url
オーディオのリアルタイム処理,八十嶋祐樹,30m,"iOSではAVAudioPlayerを使ってオーディオファイルを再生できたり、AVAudioEngineでエフェクトを簡単に色々かけられたりしますが、「もうちょっとこんなことができたら良いのに…」と思うこともあるのではないでしょうか。そんな時は、AudioUnitを使って独自に処理を実装すると解決するかもしれません。

そうは言っても、オーディオの処理を安定して処理させるには、通常のiOSのプログラミングでは扱うことのない知識が必要となってきます。マルチスレッド、C・C++、デジタル信号処理…。

このトークでは、オーディオのリアルタイム処理を実装するにあたって、どのようなことを考慮しなければならないか、オーディオファイルの再生処理のサンプルコードを元にお話しします。",https://fortee.jp/files/iosdc-japan-2019/speaker/0fe88c04-f466-4d49-9116-d5756a5be069.png,yaso_san,https://fortee.jp/iosdc-japan-2019/proposal/9f112f23-414c-434a-91d5-1feaaea54e83,,,False,,
Making your own tools using SwiftSyntax,北 裕介,15m,"コードフォーマッターやコード検査ツールなどをSwiftで作成したいと思ったことはありませんか？ 今まではSourceKitを利用するのが無難な方法でしたが、SwiftSyntaxがSPM経由で利用可能となりました。SwiftSyntaxはSwift APIによって、SwiftソースコードをパースしてAST(Abstract Syntax Tree)を提供する便利なツールです。
本トークでは、SwifSyntaxの概念や基礎を説明して、生産的なツールを作成する際にどのようにSwiftSyntaxを使えば良いかを簡単な例を用いて解説します。",https://fortee.jp/files/iosdc-japan-2019/speaker/3f8b103b-e5a2-46bb-9927-5437679048bd.jpg,kitasuke,https://fortee.jp/iosdc-japan-2019/proposal/55ee0054-f279-4309-a054-840e9cee0842,,,False,,
ガウスが見つけた黄金定理の素晴らしさをSwiftで辿る,kojiaomatsu,15m,"ガウスという数学者が自ら黄金定理と呼んだ「平方剰余の相互法則」。
定理の解説をSwiftによる実装を織り交ぜながら行います。
また、整数論の論理の展開をSwiftで再現するにはどのようにしたら良いのかについても解説します。
定理を使わない場合の処理との速度の比較を行い、この定理の素晴らしさが少しでも伝わればと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/a89a4c69-d5a2-43ae-a8a6-19f0efbda6c6.jpg,kojiaomatsu,https://fortee.jp/iosdc-japan-2019/proposal/3b845aa3-f2ae-4a8e-802a-066e549399f7,,,False,,
この機能が遅すぎる！そんなあなたのための Swift パフォーマンスチューニング入門,Kuniwak,30m,"サクサク動くアプリはそれだけでよいユーザー体験になるのは皆さんもご存知のことだと思います。
しかし、アプリは機能追加によって徐々に速度が低下していきます。

このとき、どのようにしてパフォーマンス劣化の原因を突き止め、そしてどのように改善しますか？

このトークでは、実務ですぐに活かせるパフォーマンスチューニングの原則や、問題発見のための手順、ツールの使い方を解説します。
なお、パフォーマンスの測定も改善もどちらもアプリケーションレイヤーから低レイヤーまで幅広い知識を要求されますが、それらは優しく丁寧に解説します。",https://fortee.jp/files/iosdc-japan-2019/speaker/e871a2d6-8b5d-4d2b-869a-79cb2295796a.png,orga_chem,https://fortee.jp/iosdc-japan-2019/proposal/c8f7eb1c-791c-4ec4-b435-02c45e4b1276,,,False,,
iPhone 設定をアプリから操作してらくらく環境構築,Kuniwak,LT,"iOS の設定は Configuration Profile という形式のファイルをインストールすると変更できることは、意外と知られていません。
もし、これをアプリを通してインストールできれば、iOS 11 未満でも Wi-Fi を QR コードで繋げるなど様々な可能性が広がります。

この LT では、Configuration Profile によってできること、そしてアプリから Configuration Profile をインストールする方法を解説し、皆さんの iPhone 環境構築体験を豊かにするための知識を披露いたします。",https://fortee.jp/files/iosdc-japan-2019/speaker/e871a2d6-8b5d-4d2b-869a-79cb2295796a.png,orga_chem,https://fortee.jp/iosdc-japan-2019/proposal/28c5a85d-f597-46de-b597-8aea019777bc,,,False,,
ガウスが見つけた黄金定理の素晴らしさをSwiftで辿る,kojiaomatsu,LT_R,"ガウスという数学者が自ら黄金定理と呼んだ「平方剰余の相互法則」。
定理の解説をSwiftによる実装を織り交ぜながら行います。
また定理を使わない場合の処理との速度の比較を行い、この定理の素晴らしさが少しでも伝わればと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/a89a4c69-d5a2-43ae-a8a6-19f0efbda6c6.jpg,kojiaomatsu,https://fortee.jp/iosdc-japan-2019/proposal/07486e25-75d1-48fb-8587-fdbc77228cc1,,,False,,
納期は1ヶ月。0→1アプリリリースのためにやったこと,raz,LT_R,"社長「8月2日に記者会見やるから、それまでにアプリをリリースしてくれ！」
残された時間はわずか1ヶ月。要求される大量の画面たち。
スタートアップがアプリをリリースするまでの1ヶ月

本セッションでは
1ヶ月でアプリをリリースを達成するためにやったことを発表します。

そこにあったのは金の弾丸とデザイン。あとは、気持ち。
しかも、奇跡的にiOSエンジニア総勢6名(初心者3人、熟練者3人)での並列開発しました。
荒れ狂うslack、通らない審査、増える仕様。
それでもリリースがしたかったんです。

運命の審査提出はいかに！！
※本セッションの内容について、良い子(経営者)は絶対に真似しないでください",https://fortee.jp/files/iosdc-japan-2019/speaker/f4cfa8e1-2a50-41aa-be84-7b4aaa329353.jpg,raz_tech01,https://fortee.jp/iosdc-japan-2019/proposal/209eaa71-559e-4217-a0aa-8f41773b576f,,,False,,
フィードやチャットのスクロールを全力でなめらかにする,Hiroshi Shikata,LT,"UICollectionViewやUITableViewでセルの高さが可変なフィードやチャット画面を作る機会は多いと思います。

そして作ったものを動かしてみると、スクロールが微妙にカクつきがあることに気づきます。

InstagramやFacebookアプリのフィードはなぜあんなになめらかにスクロールできるのか？

5分で実装方法をお話します！",https://fortee.jp/files/iosdc-japan-2019/speaker/e6b05c08-51f0-4437-9981-103e5f62da2c.png,dotrikun,https://fortee.jp/iosdc-japan-2019/proposal/de50c56a-f1b4-43b6-917e-e0911c4bb78d,,,False,,
VIPERに魅力を感じるのは間違っているだろうか,uhooi,LT_R,"「RxSwiftなどのMVVMアーキテクチャが主流でも、私はVIPERを使い続けています」

---

みなさんは「VIPER」というアーキテクチャをご存知でしょうか？

一言でいうと「Clean Architecture + MVP + Router」を組み合わせたアーキテクチャです。

5つのレイヤーに分かれているのが特徴で、各レイヤーの頭文字を取って「VIPER」と呼ばれています。
・View (GUI)
・Interactor (ビジネスロジック)
・Presenter (ビューロジック)
・Entity (エンティティ)
・Router (DI、画面遷移ロジック)

実は、私は約半年前までVIPERを知りませんでした。

しかし、VIPERを知って実際のプロジェクトで使うことで、魅力を感じるようになりました。

非常に優れたアーキテクチャなのですが、あまり使われていないように感じており、寂しいです。

本セッションでは、VIPERの概要とメリット・デメリット、そして魅力を熱く伝えます。

【想定する聞き手】
・VIPERを知らない人
・VIPERを使っていない人

【ゴール】
・VIPERを好んで使うようになる",https://fortee.jp/files/iosdc-japan-2019/speaker/785cd411-35dc-440c-841a-09304078c653.jpg,the_uhooi,https://fortee.jp/iosdc-japan-2019/proposal/75f6d41d-4d9a-4d25-99f0-a1ecfef82ae4,,,False,,
vieperアーキテクチャ,永田大祐,LT,"viperアーキテクチャの2案件に関わりました。

viperアーキテクチャのメリット、デメリットについて、シンプルに解説します。

何故viperアーキテクチャをなのか？
viperアーキテクチャから学んだ事は？
技術コストは？
viperアーキテクチャからの進化系は？

アンラップをされた自動生成されたスクリプトファイルへの対応は？

メモリ管理は？

などなど具体的に要点をまとめて解説致します。",https://fortee.jp/files/iosdc-japan-2019/speaker/d4ddb501-2a03-46c8-a77c-33141988ea3e.png,dbank0208,https://fortee.jp/iosdc-japan-2019/proposal/a0b4a34d-0287-4892-85f6-5dcc5e4fe7ec,,,False,,
viperアーキテクチャ,永田大祐,LT,"viperアーキテクチャの2案件に関わりました。

viperアーキテクチャのメリット、デメリットについて、シンプルに解説します。

何故viperアーキテクチャをなのか？
viperアーキテクチャから学んだ事は？
技術コストは？
viperアーキテクチャからの進化系は？

アンラップをされた自動生成されたスクリプトファイルへの対応は？

メモリ管理は？

などなど具体的に要点をまとめて解説致します。",https://fortee.jp/files/iosdc-japan-2019/speaker/d4ddb501-2a03-46c8-a77c-33141988ea3e.png,dbank0208,https://fortee.jp/iosdc-japan-2019/proposal/6b319013-6cd3-4c1a-9045-44daf3fb338f,,,False,,
RxSwift だけで満足してない？サーバ上のデータの変更もリアクティブに受けとる仕組み,辰濱健一,15m,"昨今リアクティブプログラミングが注目され、RxSwift を使った iOS アプリ開発が主流となっています。
そして、WWDC 2019 では Apple からも Combine Framework が発表されました。
これにより、一層リアクティブプログラミングの導入や推進がされていくことが予想されます。

しかしながら、クライアントサイドだけに RxSwift を導入して満足していませんか？
サーバ上の最新のデータを取得するために、ポーリングを用いたり画面表示のたびに API の呼び出しをしていませんか？

本セッションでは、アプリケーション内に表示する未読件数バッヂの API を題材として
・Silent Notification
・Firebase Cloud Firestore
・GraphQL（AWS AppSync）
など用いて、サーバ上のデータ変更をリアクティブに受け取る方法への置き換えと、それぞれの特徴について紹介します。

この機にクライアントサイドだけに導入していたリアクティブプログラミングの考え方を、サーバ上のデータの変更にも広げてみませんか。
そして、通信やサーバ負荷になっている（かも知れない）ポーリングに別れを告げましょう。",https://fortee.jp/files/iosdc-japan-2019/speaker/0b20e034-92bf-4385-9474-10cdf0ff0716.jpg,tatsuhama50,https://fortee.jp/iosdc-japan-2019/proposal/f7657077-cf43-49f2-8546-bdba9955238f,,,False,,
RxSwift だけで満足してない？サーバ上のデータの変更もリアクティブに受けとる仕組み,辰濱健一,LT,"昨今リアクティブプログラミングが注目され、RxSwift を使った iOS アプリ開発が主流となっています。
そして、WWDC 2019 では Apple からも Combine Framework が発表されました。
これにより、一層リアクティブプログラミングの導入や推進がされていくことが予想されます。

しかしながら、クライアントサイドだけに RxSwift を導入して満足していませんか？
サーバ上の最新のデータを取得するために、ポーリングを用いたり画面表示のたびに API の呼び出しをしていませんか？

本セッションでは、GraphQL などを用いて、サーバ上のデータ変更もリアクティブに受け取る方法について紹介します。
この機にクライアントサイドだけに導入していたリアクティブプログラミングの考え方を、サーバ上のデータの変更にも広げてみませんか。",https://fortee.jp/files/iosdc-japan-2019/speaker/0b20e034-92bf-4385-9474-10cdf0ff0716.jpg,tatsuhama50,https://fortee.jp/iosdc-japan-2019/proposal/8416b0de-23bb-450f-8995-5f6fd2f01c15,,,False,,
明日からできる！デザインの視座をみんなであげる社内勉強会の取り組みと発見したAppleの工夫,まりーな,15m,"開発者もデザイナーもHuman Interface Guidelinesは一度は読んでおいてと言われるものだと思います。
しかし、Human Interface Guidelinesは抽象的に書かれており、具体性が見えにくく、とっつきにくい問題点があるなと思いました。また、英語で書かれているためせっかく読んだのに印象の残らず、すっと自分の中で消えてしまうのがもったいないなと感じました。

今回私が社内で企画したのは、Appleの純正アプリのなかで、Human Interface Guidelinesの文脈が具体的にどこに使われているのかを、みんなで探して発表するという社内勉強会です。iOSエンジニアだけではなくAndroidエンジニアや他部署のデザイナーまで巻き込み、皆でデザインの工夫を発見する感覚を養いました。

○発表の中身
今回の発表では効率的な企画の仕方、企画の回し方、「実施→振り返り→参加者の視座を上げる→参加しなかった社員に情報を伝える→社外に情報発信をするネタにする」というサイクルを回し、勉強会の１時間でいかに効率的にネタを発信情報にするかというのを発表します。
この勉強会で出てきた様々な発見をまとめ、今回聞いた方々のデザインの視座を上げるお手伝いをします。この発表を聞いた方は、明日から社内勉強会をやりたくなるような発表にしたいと考えています。


○目標
この発表を聞いた後、聴講者が次のアクションを起こせるようになるように下記ができるような発表をめざします。
・明日から、社内勉強会を企画できます。
・ビジネスサイドの人と、共通言語を持つことでやりとりしやすくなります
・HIGを皆でよんで知識を深められます
・社内で情報発信と人をつなげるのが得意な人になれます",https://fortee.jp/files/iosdc-japan-2019/speaker/0b6847d7-da24-423b-8dd1-1d6fbd8ddd76.jpg,marina10172013,https://fortee.jp/iosdc-japan-2019/proposal/649210be-16e0-4e2e-bfea-7d09a3a698e0,,,False,,
明日からできる！デザインの視座をみんなであげる社内勉強会のとりくみ,まりーな,LT,"開発者もデザイナーもHuman Interface Guidelinesは一度は読んでおいてと言われるものだと思います。
しかし、Human Interface Guidelinesは抽象的に書かれており、具体性が見えにくくとっつきにくい問題点があるなと思いました。また、英語で書かれているためせっかく読んだのに印象の残らず、すっと自分の中で消えてしまうのがもったいないなと感じました。

今回私が社内で企画したのは、Appleの純正アプリのなかで、Human Interface Guidelinesの文脈が具体的にどこに使われているのかを、みんなで探して発表するという社内勉強会です。普段使っている中で常に探そう、これは工夫なのではないかという感覚が研ぎ澄まされ発見する習慣をつけることができました。また、自分だけだと気がつけなかった工夫が、メンバーの発表によって気がつくことができます。


○発表の中身
今回の発表では、効率的な企画の仕方、企画の回し方、「実施→振り返り→参加者の視座を上げる→参加しなかった社員に情報を伝える→社外に情報発信をするネタにする」というサイクルを回し、勉強会の１時間でいかに効率的にネタを、発信情報のタネにするかというのをかいつまんで発表します。

○この発表をお聞きの皆様が得られる知見
・明日から、社内勉強会を企画できます。
・ビジネスサイドの人と、共通言語を持つことでやりとりしやすくなります
・HIGを皆でよんで知識を深められます
・社内で情報発信と人をつなげるのが得意な人になれます",https://fortee.jp/files/iosdc-japan-2019/speaker/0b6847d7-da24-423b-8dd1-1d6fbd8ddd76.jpg,marina10172013,https://fortee.jp/iosdc-japan-2019/proposal/9a84d1cb-145e-4f4c-98fc-6e04fc677032,,,False,,
広告流入の分析基盤の構築と、広告データに基づいたUIの検討,まりーな,15m,"○概要
アプリに出会う前のユーザーのことを考えてみてください。どうやって、このアプリに出会い、存在を認識し、アプリを入れようと思ってくれたのでしょう？
ユーザーがアプリの存在を知らない場合、広告から流入してきたというパターンが多いのではないでしょうか。インストール数を増加させることが、広告の達成目標になることが多いかとおもいます。果たしてそれで良いのでしょうか？

ユーザーがアプリをインストールするというのは大きな壁です。そのユーザーの裏側には、「アプリを入れて解決したいこと」があったはずです。ユーザそれぞれの物語をキーワードやキャンペーン情報で汲み取れないだろうかということを考えました。
広告の情報をインストール数を増やすことを目標にするだけではなく、UIの検討に使えるようにした取り組みをお話しします。

○発表の中身
まずはじめに、FirebaseとiAdFrameworkを連携し、BigQueryを用いて社内のデータ基盤に、ユーザーの行動と課金情報と流入元を紐付けられる基盤を構築した方法を説明します。
次に、紐づけた情報から、Apple Search Adsの流入元の広告によってユーザーの行動は違うのか、OSごとに行動に違いがあるのかについてお話します。
最後に、ユーザーがインストール時に検索したキーワードやキャンペーンのデータによってUIを変えた結果、より課金につながりやすくなったのかを検証した話をします。

○この発表をお聞きの皆様が得られる知見
・広告流入からインストール数アップだけではなく、課金につながる施策を打てているのか考える機会になる
・データの基盤構築を意識できる。
・FirebaseとiAdFrameworkの連携が楽なのでやってみたくなる。
・アプリの広告について知ることができる。",https://fortee.jp/files/iosdc-japan-2019/speaker/0b6847d7-da24-423b-8dd1-1d6fbd8ddd76.jpg,marina10172013,https://fortee.jp/iosdc-japan-2019/proposal/b7987e3e-4922-41f2-9554-fb840477e320,,,False,,
Appleのサブスクリプションモデルの考察,まりーな,LT,"~Apple news+の情報設計を考える~

○概要
2019年3月の発表会で紹介されたApple News+に着目して、Apple News+の情報設計を研究した成果を発表します。Appleはプラットフォーマーとして、各メディアの情報を個人の好みに合わせて届けています。
雑誌とデジタルという融合をAppleはいかに成し遂げたのか、紙メディアに、デジタルという分野からどんな新しい仕掛けを施したのかを探求しました。

○発表の中身
iOS 12.1の時代のApple NewsとiOS 12.2のApple News+でどんな違いがあるのか、なぜそのような工夫が生まれたのかUIの工夫を考察します。
また、サブスクリプションをしてもらうためにどのような工夫をしているのか、コンテンツを魅力的に見せる工夫を共有します。iPhone版とiPad版にどのような違いがあるのか、どうして違いがあるのかという考察をかいつまんで共有します。

○この発表をお聞きの皆様が得られる知見
・Appleのコンテンツの魅せ方の工夫を知り、普段作っているUIに応用できる。
・サブスクリプションするにあたり、Appleのどこが優れている点なのか知ることができる。
・iOS 12.1とiOS 12.2　２つのOSの比較をすることで、どこが変わったのか。変わった意図はなにかを知ることができる。",https://fortee.jp/files/iosdc-japan-2019/speaker/0b6847d7-da24-423b-8dd1-1d6fbd8ddd76.jpg,marina10172013,https://fortee.jp/iosdc-japan-2019/proposal/f7087f9e-137f-455e-a817-63dc213043ce,,,False,,
CuckooとMockingjayでレイヤー毎のUnit Test,かむい,LT,"日本のエンジニアによるiOSのUnitTestの書籍が発売され、今後Unit Testを書くプロジェクトが増えていくのではと思っています。
スタブ生成処理で支持されているOSSを取り上げ、Unit Testをさらに促進するHowToについてアウトプット出来ればと思っています。",https://fortee.jp/files/iosdc-japan-2019/speaker/8f61adea-824f-4410-82a3-6d4146491f27.jpg,kamui_project,https://fortee.jp/iosdc-japan-2019/proposal/ab6530d6-704b-486b-8be1-474c77c5e40d,,,False,,
iOS 11.1でUIAlertViewの選択肢がタップできなくなる絶望から復帰した物語,uhooi,LT_R,"約2年ほど前、iOS 11.1のβ版でアプリをテストしていたときのことでした。

「あれ？アラートの選択肢がタップできない」

発生しないこともあるので、最初は気のせいかと思いました。

しかし、気のせいではありませんでした。

調査した結果、「iOS 11.1以降で、UIAlertViewの選択肢がタップされるのをウェイトしている場合、アラート表示のトリガーとなるボタンなどを『素早く』タップすると、選択肢がタップできなくなる」ことがわかりました。

原因がよくわからず、アプリの広範囲に及ぶクリティカルな不具合。

iOS 11.1のリリースが迫る中、私たちがとった行動とは…？

※本セッションではObjective-Cのコードのみ扱います。ただし、Swiftのみ扱っている方でも理解しやすい内容となっています。

【アジェンダ】
・不具合の概要と発見した経緯
・不具合の調査結果
・対応策の検討と、実際に対応した方法

【想定する聞き手】
・クリティカルな不具合の発生時、どのような行動をとればいいか悩んでいる人
・レイヤーを気にせず、どんなクラスからでもUIAlertViewを表示している人
・UIAlertViewを使い続けている人(UIAlertControllerでもこの不具合は発生します)

【ゴール】
・クリティカルな不具合の発生時、どのような観点で行動すればいいかわかる
・iOSのβ版でテストするのも大切だということを理解する
・MVCなどのアーキテクチャに沿って実装することの重要性を認識する

クリティカルな不具合の発生時、アプリの規模やユーザー数、緊急度によって対応方法は変わってくると思います。
本セッションで紹介する対応方法はあくまで一例ですが、少しでもみなさんのお役に立てば幸いです。",https://fortee.jp/files/iosdc-japan-2019/speaker/785cd411-35dc-440c-841a-09304078c653.jpg,the_uhooi,https://fortee.jp/iosdc-japan-2019/proposal/90c071a7-b6f0-41b7-85cb-dad6cf1f9662,,,False,,
ソーシャルライブサービスにおけるデジタル化粧の仕組みと実装,noppe,15m,"デジタル化粧は、映像を加工することで実際にメイクをしているように見せる技術です。
昨今では物理的なメイクを再現するだけでなく骨格や目の大きさを調整したりすることも出来るようになり、セルフィーを投稿する敷居を下げている技術の一つでもあります。
そんな「顔のAR」とも呼べるデジタル化粧はソーシャルライブでは無くてはならない存在となりました。

このセッションではソーシャルライブサービスの実例を通して、デジタル化粧機能の需要の傾向や仕組みを学びます。
また、高価なデジタル化粧SDKを利用せずにMLやMetalを使って実装するにはどうすれば良いかを紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/191c154d-44ab-48fa-b23a-d0c3ef31eeac.jpg,noppefoxwolf,https://fortee.jp/iosdc-japan-2019/proposal/14b44196-0f52-40b7-9924-588f5b0dc027,,,False,,
"Live performance with ""AudioKit""",酒井篤,LT,"try! Swift 2019でも「Swiftにおける音の成形」というセッションがあり、非常に興味深い内容でした。

その内容よりももっと平易な表現で、

AudioKitとは…？音の成形？つまり？
音が出ることで何が楽しいの？
興味はあるけどなんかムズそう…。
こんなの学んでも1円にもならないよね？

自分がAudioKitを触って遊んだ経験から、そういう疑問に回答していくようなLTをしたいと思います。

どうせ5分もあるし、AudioKitで作ったシンセサイザーでライブパフォーマンスできるかも？？
iPhone片手にLTしながら電子アンビエントノイズを披露できればと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/2d2dcc5a-74a6-4c68-850c-94eaf86825a3.jpg,_atsushisakai,https://fortee.jp/iosdc-japan-2019/proposal/32347f5f-a2c3-4c6b-aa97-5e8262893b68,,,False,,
gomobileについて,李　泳浴,15m,"gomobileについて紹介します。
gomobileを利用してiOSアプリを構築する流れを紹介します。
最後にdemoもします。",https://fortee.jp/files/iosdc-japan-2019/speaker/567c8224-0f1f-4e68-adcb-8417cd177428.png,googo_dev,https://fortee.jp/iosdc-japan-2019/proposal/4c70c8dd-0c99-4917-ac31-e9904f45209c,,,False,,
モバイルアプリ開発者のための実践機械学習入門,Daiki Matsudate,15m,"モバイルアプリ向けの機械学習ライブラリの充実により、アプリ開発者が機械学習や深層学習を用いた機能を実装することがより簡単になりました。研究者ほどの専門的な知識がなくても、カメラで物体を検出したり、検出したものが何なのかを識別したり、自然言語処理を行ったりすることができます。
これにより、モバイルアプリ開発者でも、機械学習を活用した機能を、ある程度簡単に実装できるようになりました。

このような背景を踏まえ、我々アプリ開発者はユーザーにどのような機能を提供できるのか。まずは、どんなことが簡単にでき、どこから専門知識が必要なのかを理解するところから始めてみましょう。

このトークでは、画像認識や自然言語処理について例を交えながら、モバイルアプリ向け機械学習の現状を総括します。",https://fortee.jp/files/iosdc-japan-2019/speaker/3e8e4b99-1c45-4ca3-a1b9-945778a76795.jpg,d_date,https://fortee.jp/iosdc-japan-2019/proposal/d923cfa2-2867-45e4-ac17-1c157dbf1ef5,,,False,,
App Extensionでアプリの機能を拡張する,Daiki Matsudate,15m,"アプリの機能をより多くの場面で使ってもらえるように、iOSではApp Extensionという機能が提供されています。
いわゆるWidgetと呼ばれるToday Extensionは、ホーム画面に、アプリの機能の一部を提供します。Notification ExtensionはPush通知を受け取る直前に、例えば通知用のサムネイル画像をダウンロードし、通知に画像を表示することができます。
他にもActionやShareといったExtensionがあり、他のアプリとの連携を可能にします。
実はこうしたApp Extensionは9種類存在することはご存知でしょうか。

しかし、こうしたApp Extensionは機能開発の優先度としては低くなりがちにもかかわらず、実装にはハマりどころも多く、時間がかかってしまいます。

このトークでは、App Extensionをおさらいした上で、実装上のはまりどころ、コードやフレームワークの共有方法などのプラクティスをお話しし、Extensionの実装にかかる時間を最小化します。",https://fortee.jp/files/iosdc-japan-2019/speaker/3e8e4b99-1c45-4ca3-a1b9-945778a76795.jpg,d_date,https://fortee.jp/iosdc-japan-2019/proposal/4d3522c0-16b3-4405-bbbe-9a9e8a6dcb91,,,False,,
GitHubを最大限使い倒す,bannzai,iOS,"昨今のバージョン管理ではGitを使用し、リポジトリのホスティングサービスはGitHubを使用している組織・個人の方が多いと思います。もちろん組織や個人のgitリポジトリをホスティングできるだけでも価値はありますが、特に組織での開発ではIssueやPull Request等を利用したGitHubの基本的な機能を使用するプロダクトも多いはずです。

プロダクト開発に焦点をあてましたがOSSを公開する場所としてもGitHubは最もメジャーで有用な手段といえます。OSSを書いている人はもちろんなのですが、OSSを何かしらの形で利用したことがある・今後も利用する人にとってもGitHubに使い慣れていることはメリットと言えます。

Git・GitHubは広く認知されている技術・ツールといえます。GitHubを使いこなせることはプログラマーとしてのスキルの有無として捉えられるといっても過言ではないように思えます。

このトークではGitHubを使う上で基本的な、ちょっと裏技的な、便利な知識・機能・使い方をユースケースに沿って紹介していきます。",https://fortee.jp/files/iosdc-japan-2019/speaker/3b7851eb-166d-416c-9080-26391a48d465.jpg,_bannzai_,https://fortee.jp/iosdc-japan-2019/proposal/c96b98d3-d43f-4a64-9f27-978650d729ce,,,False,,
Swiftプログラミングと論理 〜そして帰ってきた圏論〜,稲見 泰宏,iOS,"「プログラミング」と「論理」の世界には直接的な対応関係があり、
私たちが普段書いているSwiftにおいても例外ではありません。

例えば、論理の世界における命題「AかつB」はタプル型 `(A, B)` 、
「AならばB」は関数型 `A -> B` を使って書くことができます。
これらの型（命題）を組み合わせ、適用していくことで、
あたかも論理式（や数式）を証明するかのように、アプリのプログラムが完成します。

この、「型 ⇔ 命題」、「プログラム ⇔ 証明」に対応することを「Curry-Howard同型対応」と言います。
この背景を知るには、「直感主義論理」と「型付きラムダ計算」の両方を学ぶことが重要です。

そこで、この発表では、理論的基盤となる「古典命題論理・述語論理」「ラムダ計算」の基本をおさらいした後、
「直感主義命題論理」「Curry-Howard同型対応」について、実際にSwift言語を使ってお話しします。
また、Swiftがサポートする「多相型」、「Protocol (Witness)」、「Opaque Result Type」等にも触れ、
圏論の図式を使った、より手軽で簡単な解説も予定しています。

なお、今回の発表は、昨年のiOSDCの発表の続編になります。
事前の予習として、下記のスライドをご参考ください。

代数的データ型 https://speakerdeck.com/inamiy/algebraic-data-type-in-swift
圏論とSwiftへの応用 https://speakerdeck.com/inamiy/iosdc-japan-1",https://fortee.jp/files/iosdc-japan-2019/speaker/b1d24ab0-c7c0-4ab6-ac49-5cc397c240a0.jpg,inamiy,https://fortee.jp/iosdc-japan-2019/proposal/9529444c-a849-47cd-94a7-bf2b694320aa,,,False,,
2年半に渡るアプリ開発の中で変化したViewControllerの生成方法,imaizume,LT_R,"長く運用されているプロダクトほど、周囲を取り巻く環境は様々に変化するものです。
特にチームのエンジニアの出入りがあると、好みも変わりコーディング規約や設計方針が変わります。
私のプロダクトで変わったことの一つにViewControllerの生成方法があります。

初期の頃はUIViewControllerにextensionを定義することで簡潔な方法で生成していましたが、その後xibによる生成に移行しました。
しかし最近は再度Storyboardに戻した上でInstantiateというライブラリを用いた方法に変更しました。

このトークでは、そうしたViewController生成方法を変更した背景やメリットもデメリットについて紹介します。
みなさんの開発でも考えることの多いの内容だと思いますので、ぜひ「自分だったらどうする」を考えながら聞いていただければと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/e285018e-0897-4f61-bc6c-953a450af002.jpg,imaizume,https://fortee.jp/iosdc-japan-2019/proposal/3e2c32f1-0070-47ae-afaf-a7ca251a2581,,,False,,
2年半に渡るアプリ開発の中で始めたこと・止めたこと,imaizume,15m,"長く運用されているプロダクトほど、周囲を取り巻く環境は様々に変化するものです。
それは以下のようにアプリ開発にも影響を及ぼします。

- エンジニアの出入りがあると、好みも変わりコーディング規約や設計方針が変わる。
- 新しいライブラリやテストなどのツールを取り入れると、それに合わせて開発フローが変わる。
- 開発・QAが・リリースフローが変わると、タスクの運用やリリース戦略が変わる。

現在自分のいるプロダクトにはジョインして2年半が経ちますが、その間様々なフェーズを経験してきました。
そしてその中で、開発や運用に関する体制・ルールを様々に変えてきました。
結果、現在続いていることもあれば、うまく運用できなかったり続かなかったことも様々生まれました。

このトークでは、この2年半の間に自身のプロダクト開発において始めたことと止めたことを背景とともにお伝えします。
みなさんの開発でも考えることの多いの内容だと思いますので、ぜひ「自分だったらどうする」を考えながら聞いていただければと思います。

以下はトークの内容です。

- ViewControllerの生成方法: extension、xibを経てInstantiateへ
- コードレビュー: 仕様まで見るべきか実装だけを見るべきか
- アプリ設計: 間違ったVIPERからそれなりのMVPへ
- extension: なんでもextensionにすればいいってもんじゃない
- XCode: 社内でただ一人でもAppCodeを使う理由",https://fortee.jp/files/iosdc-japan-2019/speaker/e285018e-0897-4f61-bc6c-953a450af002.jpg,imaizume,https://fortee.jp/iosdc-japan-2019/proposal/8d3da870-a82d-4617-b58f-aa0fd6057fe8,,,False,,
